License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
17308,Chateau Apartments,9727 Mt Pisgah Rd,Silver Spring,20903,171037,-76.974979357,39.016861734,03/08/2022,,3,1,399,100,0.65,-0.28,119,0.03,0.00,compliant,"(39.0169, -76.975)"
17332,"Garland Avenue, 8007",8007 Garland Ave,Takoma Park,20912,171030,-76.998645443,38.990063662,03/01/2022,,3,1,3,3,0.33,0.33,2,0.00,0.00,compliant,"(38.9901, -76.9986)"
41711,Burnt Mills Crossing I I,10700 Venetia Mill Cir,Silver Spring,20901,157356,-77.00224236,39.031012931,09/23/2019,,2,0,40,39,0.12,0.45,31,0.00,0.00,compliant,"(39.031, -77.0022)"
50418,"Greenwood Avenue, 7901",7901 Greenwood Ave,Takoma Park,20912,160569,-76.999493384,38.988353072,01/27/2021,,3,1,2,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9884, -76.9995)"
17633,Five Star Premier Residences Of Chevy Chase,8100 Connecticut Ave,Chevy Chase,20815,169489,-77.07826253,38.992555286,11/09/2021,,3,1,318,76,0.53,0.37,55,0.01,0.00,compliant,"(38.9926, -77.0783)"
82144,Gallery Bethesda,4800 Auburn Ave,Bethesda,20814,166758,-81.529192133,37.577269194,05/14/2021,,3,1,234,56,0.37,0.38,45,0.00,0.00,compliant,"(37.5773, -81.5292)"
17174,"Avondale Street, 4530",4530 Avondale St,Bethesda,20814,171967,-77.093611399,38.985866468,04/14/2022,,1,1,4,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9859, -77.0936)"
17774,"Glenville Road, 8814",8814 Glenville Rd,Silver Spring,20901,154058,-76.996991457,39.000357266,04/17/2019,,3,0,3,3,0.00,0.00,3,0.00,0.00,compliant,"(39.0004, -76.997)"
17341,"Greenwood Avenue, 8208",8208 Greenwood Ave,Takoma Park,20912,171938,-77.001002688,38.991925249,04/20/2022,,3,1,4,6,1.66,2.37,0,0.00,0.00,at-risk,"(38.9919, -77.001)"
17557,Chadswood,1 Cross Laurel Ct,Germantown,20876,171960,-77.228997644,39.189670968,05/26/2022,,2,1,11,10,1.60,1.53,3,0.00,0.00,at-risk,"(39.1897, -77.229)"
17264,The Monterey,5901 Montrose Rd,Rockville,20852,169472,-77.119054351,39.05353559,11/18/2021,,3,1,432,96,0.84,1.20,46,0.03,0.00,compliant,"(39.0535, -77.1191)"
17459,"808 Houston Avenue, Takoma Park, MD 20912",808 Houston Ave,Takoma Park,20912,154300,0,0,04/23/2019,,3,0,3,3,0.00,0.00,3,0.00,0.00,compliant,"(0.0, 0.0)"
18161,"Garland Avenue, 8005",8005 Garland Ave,Takoma Park,20912,159432,-76.998578596,38.989931875,01/14/2020,,1,0,3,4,0.75,0.83,2,0.00,0.00,compliant,"(38.9899, -76.9986)"
96482,8417 Flower Ave,8417 Flower Ave,Takoma Park,20912,157668,-77.002251796,38.995242033,10/03/2019,,2,0,4,4,0.00,0.00,4,0.00,0.00,compliant,"(38.9952, -77.0023)"
17009,"Greenwood Avenue, 8403",8403 Greenwood Ave,Takoma Park,20912,173297,-77.000960532,38.994261851,07/11/2022,,3,1,3,3,1.00,1.55,1,0.00,0.00,at-risk,"(38.9943, -77.001)"
85490,Eleven55 Ripley,1155 Ripley St,Silver Spring,20910,169469,-77.028692304,38.992728982,02/15/2022,,3,1,379,92,0.46,0.59,67,0.00,0.00,compliant,"(38.9927, -77.0287)"
17635,Aspenwood,14400 Homecrest Rd,Silver Spring,20906,173309,-77.062814942,39.09140999,07/08/2022,,3,1,85,15,0.26,0.23,13,0.00,0.00,compliant,"(39.0914, -77.0628)"
65228,"Domer Avenue, 404",404 Domer Ave,Takoma Park,20912,160563,-77.001456652,38.996971841,12/23/2021,,3,1,3,3,0.66,2.66,1,0.00,0.00,at-risk,"(38.997, -77.0015)"
24650,"Greenwood Avenue, 8000",8000 Greenwood Ave,Takoma Park,20912,173302,-77.000425669,38.989182285,06/23/2022,,3,1,1,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9892, -77.0004)"
17523,Country Place Apartments,3900 Blackburn Ln,Burtonsville,20866,145355,-76.930818468,39.104740948,02/08/2018,,3,0,312,78,1.71,1.07,27,0.00,0.02,compliant,"(39.1047, -76.9308)"
17461,Peppertree Farm,14120 Weeping Willow Dr,Silver Spring,20906,144900,-77.06564945,39.088304805,02/14/2018,,1,0,881,450,2.28,1.53,86,0.12,0.06,troubled,"(39.0883, -77.0656)"
17195,Flower Branch Apartments,8628 Piney Branch Rd,Silver Spring,20901,170965,-76.999737821,38.99860344,08/17/2022,,3,1,362,85,0.92,1.17,38,0.02,0.00,compliant,"(38.9986, -76.9997)"
45178,Avalon At Traville,14240 Alta Oaks Dr,Rockville,20850,166620,-77.20557287,39.090964483,05/18/2022,,3,1,520,112,0.48,0.58,78,0.00,0.00,compliant,"(39.091, -77.2056)"
137030,The Lockwood,11431 Lockwood Dr,Silever Spring,20904,171951,0,0,07/26/2022,,1,1,111,112,1.84,1.47,33,0.10,0.00,compliant,"(0.0, 0.0)"
17467,"Bradford Road, 8701",8701 Bradford Rd,Silver Spring,20901,173305,-77.006674851,38.998462564,07/11/2022,,3,1,3,5,5.00,2.08,0,0.20,0.00,troubled,"(38.9985, -77.0067)"
88050,"Georgia Spring, LLC",923 Silver Spring Ave,Silver Spring,20910,158829,-77.025976941,38.991671882,10/29/2019,,2,0,3,3,1.00,0.44,2,0.00,0.00,compliant,"(38.9917, -77.026)"
17695,"Silver Spring Avenue, 622",622 Silver Spring Ave,Silver Spring,20910,173290,-77.014752302,38.99175685,07/05/2022,,3,1,5,5,3.20,1.73,1,0.00,0.20,troubled,"(38.9918, -77.0148)"
17581,Montgomery Paint Branch I I I,11556 February Cir,Silver Spring,20904,144895,-76.976897228,39.046859129,04/06/2018,,3,0,168,46,1.32,1.12,11,0.02,0.02,compliant,"(39.0469, -76.9769)"
27164,"Flower Avenue, 8201",8201 Flower Ave,Takoma Park,20912,157664,-77.001635967,38.991329441,10/03/2019,,1,0,4,4,0.50,1.25,2,0.00,0.00,compliant,"(38.9913, -77.0016)"
